
--- PAGE 1 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:  601.82 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251680503
Top:  601.82 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  601.82 | x0:  363.26 | x1:  415.80 | Text: 1,000,000.00
Top:  601.82 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  601.82 | x0:  493.91 | x1:  546.45 | Text: 2,409,790.79
Top:  617.43 | x0:  126.35 | x1:  219.40 | Text: 2506171873FJ:Foreign
Top:  617.43 | x0:  221.90 | x1:  241.42 | Text: fees,
Top:  633.03 | x0:  126.35 | x1:  168.87 | Text: Lemonade
Top:  633.03 | x0:  171.38 | x1:  217.90 | Text: Technology
Top:  633.03 | x0:  220.40 | x1:  249.41 | Text: Limited
Top:  633.03 | x0:  251.91 | x1:  254.91 | Text: -
Top:  633.03 | x0:  257.41 | x1:  274.42 | Text: IVIE
Top:  648.64 | x0:  126.35 | x1:  153.36 | Text: EMILY
Top:  648.64 | x0:  155.86 | x1:  235.38 | Text: OKPANACHI,,Local
Top:  648.64 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  664.24 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  664.24 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  664.24 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  664.24 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  664.24 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  679.85 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  679.85 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  679.85 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  679.85 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  820.66 | x0:  270.27 | x1:  278.27 | Text: P
Top:  820.66 | x0:  281.27 | x1:  287.94 | Text: a
Top:  820.66 | x0:  290.94 | x1:  297.62 | Text: g
Top:  820.66 | x0:  300.62 | x1:  307.29 | Text: e
Top:  820.66 | x0:  310.62 | x1:  317.30 | Text: 5
Top:  820.66 | x0:  320.63 | x1:  323.75 | Text: |
Top:  820.66 | x0:  327.09 | x1:  340.43 | Text: 10

--- PAGE 6 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:   46.87 | x0:  138.22 | x1:  244.56 | Text: Statement
Top:  115.03 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  115.03 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  115.03 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  115.03 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  115.03 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  131.14 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  131.14 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251680503
Top:  131.14 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  131.14 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  131.14 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  131.14 | x0:  493.91 | x1:  546.45 | Text: 2,409,787.04
Top:  146.75 | x0:  126.35 | x1:  219.40 | Text: 2506171873FJ:Foreign
Top:  146.75 | x0:  221.90 | x1:  241.42 | Text: fees,
Top:  162.35 | x0:  126.35 | x1:  168.87 | Text: Lemonade
Top:  162.35 | x0:  171.38 | x1:  217.90 | Text: Technology
Top:  162.35 | x0:  220.40 | x1:  249.41 | Text: Limited
Top:  162.35 | x0:  251.91 | x1:  254.91 | Text: -
Top:  162.35 | x0:  257.41 | x1:  274.42 | Text: IVIE
Top:  177.96 | x0:  126.35 | x1:  153.36 | Text: EMILY
Top:  177.96 | x0:  155.86 | x1:  235.38 | Text: OKPANACHI,,Local
Top:  177.96 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  193.56 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  193.56 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  193.56 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  193.56 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  193.56 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  209.17 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  209.17 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  209.17 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  209.17 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  224.78 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  224.78 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  224.78 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  224.78 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  224.78 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  240.88 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  240.88 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251690503
Top:  240.88 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  240.88 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  240.88 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  240.88 | x0:  493.91 | x1:  546.45 | Text: 2,409,737.04
Top:  256.49 | x0:  126.35 | x1:  222.41 | Text: 250618187Q5A:Foreign
Top:  256.49 | x0:  224.91 | x1:  242.41 | Text: SAT
Top:  256.49 | x0:  244.92 | x1:  270.93 | Text: FEES,
Top:  272.09 | x0:  126.35 | x1:  168.87 | Text: Lemonade
Top:  272.09 | x0:  171.38 | x1:  217.90 | Text: Technology
Top:  272.09 | x0:  220.40 | x1:  249.41 | Text: Limited
Top:  272.09 | x0:  251.91 | x1:  254.91 | Text: -
Top:  272.09 | x0:  257.41 | x1:  274.42 | Text: IVIE
Top:  287.70 | x0:  126.35 | x1:  153.36 | Text: EMILY
Top:  287.70 | x0:  155.86 | x1:  235.38 | Text: OKPANACHI,,Local
Top:  287.70 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  303.31 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  303.31 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  303.31 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  303.31 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  303.31 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  318.91 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  318.91 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  318.91 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  318.91 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  334.52 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  334.52 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  334.52 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  334.52 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  334.52 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  350.62 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  350.62 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251690503
Top:  350.62 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  350.62 | x0:  370.76 | x1:  415.80 | Text: 300,000.00
Top:  350.62 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  350.62 | x0:  493.91 | x1:  546.45 | Text: 2,109,737.04
Top:  366.23 | x0:  126.35 | x1:  222.41 | Text: 250618187Q5A:Foreign
Top:  366.23 | x0:  224.91 | x1:  242.41 | Text: SAT
Top:  366.23 | x0:  244.92 | x1:  270.93 | Text: FEES,
Top:  381.84 | x0:  126.35 | x1:  168.87 | Text: Lemonade
Top:  381.84 | x0:  171.38 | x1:  217.90 | Text: Technology
Top:  381.84 | x0:  220.40 | x1:  249.41 | Text: Limited
Top:  381.84 | x0:  251.91 | x1:  254.91 | Text: -
Top:  381.84 | x0:  257.41 | x1:  274.42 | Text: IVIE
Top:  397.44 | x0:  126.35 | x1:  153.36 | Text: EMILY
Top:  397.44 | x0:  155.86 | x1:  235.38 | Text: OKPANACHI,,Local
Top:  397.44 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  413.05 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  413.05 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  413.05 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  413.05 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  413.05 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  428.65 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  428.65 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  428.65 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  428.65 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  444.26 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  444.26 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  444.26 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  444.26 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  444.26 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  460.37 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  460.37 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251690503
Top:  460.37 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  460.37 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  460.37 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  460.37 | x0:  493.91 | x1:  546.45 | Text: 2,109,733.29
Top:  475.97 | x0:  126.35 | x1:  222.41 | Text: 250618187Q5A:Foreign
Top:  475.97 | x0:  224.91 | x1:  242.41 | Text: SAT
Top:  475.97 | x0:  244.92 | x1:  270.93 | Text: FEES,
Top:  491.58 | x0:  126.35 | x1:  168.87 | Text: Lemonade
Top:  491.58 | x0:  171.38 | x1:  217.90 | Text: Technology
Top:  491.58 | x0:  220.40 | x1:  249.41 | Text: Limited
Top:  491.58 | x0:  251.91 | x1:  254.91 | Text: -
Top:  491.58 | x0:  257.41 | x1:  274.42 | Text: IVIE
Top:  507.18 | x0:  126.35 | x1:  153.36 | Text: EMILY
Top:  507.18 | x0:  155.86 | x1:  235.38 | Text: OKPANACHI,,Local
Top:  507.18 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  522.79 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  522.79 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  522.79 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  522.79 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  522.79 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  538.40 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  538.40 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  538.40 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  538.40 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  554.00 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  554.00 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  554.00 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  554.00 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  554.00 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  570.11 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  570.11 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251690507
Top:  570.11 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  570.11 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  570.11 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  570.11 | x0:  493.91 | x1:  546.45 | Text: 2,109,683.29
Top:  585.71 | x0:  126.35 | x1:  254.42 | Text: 250618187Q4P:operations,THE
Top:  585.71 | x0:  256.92 | x1:  266.93 | Text: 16
Top:  601.32 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  601.32 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  601.32 | x0:  192.87 | x1:  254.89 | Text: LIMITED,,Local
Top:  616.93 | x0:  126.35 | x1:  164.36 | Text: Transfers
Top:  616.93 | x0:  166.86 | x1:  189.37 | Text: Other
Top:  616.93 | x0:  191.87 | x1:  219.38 | Text: Banks:
Top:  616.93 | x0:  221.88 | x1:  240.38 | Text: TRN
Top:  616.93 | x0:  242.88 | x1:  257.88 | Text: IFO
Top:  616.93 | x0:  260.39 | x1:  275.39 | Text: NIP
Top:  632.53 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  632.53 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  632.53 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  632.53 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  648.14 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  648.14 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  648.14 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  648.14 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  648.14 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  664.24 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  664.24 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251690507
Top:  664.24 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  664.24 | x0:  363.26 | x1:  415.80 | Text: 1,000,000.00
Top:  664.24 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  664.24 | x0:  493.91 | x1:  546.45 | Text: 1,109,683.29
Top:  679.85 | x0:  126.35 | x1:  254.42 | Text: 250618187Q4P:operations,THE
Top:  679.85 | x0:  256.92 | x1:  266.93 | Text: 16
Top:  820.66 | x0:  270.27 | x1:  278.27 | Text: P
Top:  820.66 | x0:  281.27 | x1:  287.94 | Text: a
Top:  820.66 | x0:  290.94 | x1:  297.62 | Text: g
Top:  820.66 | x0:  300.62 | x1:  307.29 | Text: e
Top:  820.66 | x0:  310.62 | x1:  317.30 | Text: 6
Top:  820.66 | x0:  320.63 | x1:  323.75 | Text: |
Top:  820.66 | x0:  327.09 | x1:  340.43 | Text: 10

--- PAGE 7 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:   46.87 | x0:  138.22 | x1:  244.56 | Text: Statement
Top:  115.03 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  115.03 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  115.03 | x0:  192.87 | x1:  254.89 | Text: LIMITED,,Local
Top:  130.64 | x0:  126.35 | x1:  164.36 | Text: Transfers
Top:  130.64 | x0:  166.86 | x1:  189.37 | Text: Other
Top:  130.64 | x0:  191.87 | x1:  219.38 | Text: Banks:
Top:  130.64 | x0:  221.88 | x1:  240.38 | Text: TRN
Top:  130.64 | x0:  242.88 | x1:  257.88 | Text: IFO
Top:  130.64 | x0:  260.39 | x1:  275.39 | Text: NIP
Top:  146.25 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  146.25 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  146.25 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  146.25 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  161.85 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  161.85 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  161.85 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  161.85 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  161.85 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  177.96 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  177.96 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251690507
Top:  177.96 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  177.96 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  177.96 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  177.96 | x0:  493.91 | x1:  546.45 | Text: 1,109,679.54
Top:  193.56 | x0:  126.35 | x1:  254.42 | Text: 250618187Q4P:operations,THE
Top:  193.56 | x0:  256.92 | x1:  266.93 | Text: 16
Top:  209.17 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  209.17 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  209.17 | x0:  192.87 | x1:  254.89 | Text: LIMITED,,Local
Top:  224.78 | x0:  126.35 | x1:  164.36 | Text: Transfers
Top:  224.78 | x0:  166.86 | x1:  189.37 | Text: Other
Top:  224.78 | x0:  191.87 | x1:  219.38 | Text: Banks:
Top:  224.78 | x0:  221.88 | x1:  240.38 | Text: TRN
Top:  224.78 | x0:  242.88 | x1:  257.88 | Text: IFO
Top:  224.78 | x0:  260.39 | x1:  275.39 | Text: NIP
Top:  240.38 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  240.38 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  240.38 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  240.38 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  255.99 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  255.99 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  255.99 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  255.99 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  255.99 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  272.09 | x0:   46.60 | x1:   97.13 | Text: 18-Jun-2025
Top:  272.09 | x0:  126.35 | x1:  247.40 | Text: REFNO:A01ZEXA2516900US
Top:  272.09 | x0:  249.90 | x1:  276.41 | Text: FIXED
Top:  272.09 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  272.09 | x0:  398.29 | x1:  415.80 | Text: 0.00
Top:  272.09 | x0:  431.26 | x1:  478.80 | Text: 13,046,880.
Top:  272.09 | x0:  493.91 | x1:  546.45 | Text: 14,156,559.6
Top:  287.70 | x0:  126.35 | x1:  165.86 | Text: DEPOSIT
Top:  287.70 | x0:  168.36 | x1:  179.36 | Text: FT
Top:  287.70 | x0:  468.79 | x1:  478.80 | Text: 13
Top:  287.70 | x0:  541.45 | x1:  546.45 | Text: 7
Top:  303.31 | x0:  126.35 | x1:  225.85 | Text: SMTENGDTMZHJPQPE
Top:  303.31 | x0:  228.36 | x1:  243.36 | Text: IFO
Top:  303.31 | x0:  245.86 | x1:  263.86 | Text: THE
Top:  303.31 | x0:  266.36 | x1:  276.37 | Text: 16
Top:  318.91 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  318.91 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  318.91 | x0:  192.87 | x1:  228.37 | Text: LIMITED
Top:  318.91 | x0:  230.88 | x1:  246.38 | Text: B/O
Top:  334.52 | x0:  126.35 | x1:  179.36 | Text: OKPANACHI
Top:  334.52 | x0:  181.86 | x1:  198.87 | Text: IVIE
Top:  334.52 | x0:  201.37 | x1:  228.38 | Text: EMILY
Top:  334.52 | x0:  230.88 | x1:  240.02 | Text: @
Top:  334.52 | x0:  242.52 | x1:  262.02 | Text: ENG
Top:  350.12 | x0:  126.35 | x1:  144.85 | Text: HEA
Top:  366.23 | x0:   46.60 | x1:   97.13 | Text: 19-Jun-2025
Top:  366.23 | x0:  126.35 | x1:  248.89 | Text: REFNO:A01ZSTM2516902RH
Top:  366.23 | x0:  291.60 | x1:  342.13 | Text: 18-Jun-2025
Top:  366.23 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  366.23 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  366.23 | x0:  493.91 | x1:  546.45 | Text: 14,156,509.6
Top:  381.84 | x0:  126.35 | x1:  184.35 | Text: ELECTRONIC
Top:  381.84 | x0:  186.86 | x1:  219.86 | Text: MONEY
Top:  381.84 | x0:  222.36 | x1:  270.86 | Text: TRANSFER
Top:  381.84 | x0:  541.45 | x1:  546.45 | Text: 7
Top:  397.44 | x0:  126.35 | x1:  149.36 | Text: LEVY
Top:  413.55 | x0:   46.60 | x1:   97.13 | Text: 23-Jun-2025
Top:  413.55 | x0:  126.35 | x1:  238.40 | Text: REFNO:A01rchc251740003
Top:  413.55 | x0:  240.90 | x1:  255.91 | Text: NIP
Top:  413.55 | x0:  291.60 | x1:  342.13 | Text: 23-Jun-2025
Top:  413.55 | x0:  398.29 | x1:  415.80 | Text: 0.00
Top:  413.55 | x0:  433.76 | x1:  478.80 | Text: 200,000.00
Top:  413.55 | x0:  493.91 | x1:  546.45 | Text: 14,356,509.6
Top:  429.15 | x0:  126.35 | x1:  152.85 | Text: FROM
Top:  429.15 | x0:  155.35 | x1:  209.84 | Text: NWANWENE
Top:  429.15 | x0:  212.34 | x1:  262.84 | Text: UCHEBENU
Top:  429.15 | x0:  541.45 | x1:  546.45 | Text: 7
Top:  444.76 | x0:  126.35 | x1:  224.87 | Text: PAUL/FBNMOBILE:THE
Top:  444.76 | x0:  227.38 | x1:  237.38 | Text: 16
Top:  444.76 | x0:  239.88 | x1:  263.39 | Text: PLUS
Top:  460.37 | x0:  126.35 | x1:  164.36 | Text: SCHOOL
Top:  460.37 | x0:  166.86 | x1:  259.36 | Text: LIMITED/NWANWENE
Top:  475.97 | x0:  126.35 | x1:  183.35 | Text: CHUKUNEKU
Top:  475.97 | x0:  185.85 | x1:  228.37 | Text: COLLEGE
Top:  475.97 | x0:  230.87 | x1:  236.87 | Text: P
Top:  492.08 | x0:   46.60 | x1:   97.13 | Text: 23-Jun-2025
Top:  492.08 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251741018
Top:  492.08 | x0:  291.60 | x1:  342.13 | Text: 23-Jun-2025
Top:  492.08 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  492.08 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  492.08 | x0:  493.91 | x1:  546.45 | Text: 14,356,459.6
Top:  507.68 | x0:  126.35 | x1:  211.41 | Text: 25062318OLV5:June
Top:  507.68 | x0:  213.91 | x1:  226.92 | Text: Sal
Top:  507.68 | x0:  229.42 | x1:  244.43 | Text: and
Top:  507.68 | x0:  246.93 | x1:  265.94 | Text: Ops,
Top:  507.68 | x0:  541.45 | x1:  546.45 | Text: 7
Top:  523.29 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  523.29 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  523.29 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  523.29 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  523.29 | x0:  225.88 | x1:  266.39 | Text: LIMITED,,
Top:  538.90 | x0:  126.35 | x1:  147.86 | Text: Local
Top:  538.90 | x0:  150.36 | x1:  188.37 | Text: Transfers
Top:  538.90 | x0:  190.87 | x1:  213.38 | Text: Other
Top:  538.90 | x0:  215.88 | x1:  243.40 | Text: Banks:
Top:  538.90 | x0:  245.90 | x1:  264.39 | Text: TRN
Top:  554.50 | x0:  126.35 | x1:  141.35 | Text: IFO
Top:  554.50 | x0:  143.85 | x1:  158.86 | Text: NIP
Top:  554.50 | x0:  161.36 | x1:  207.85 | Text: OUTWARD
Top:  554.50 | x0:  210.36 | x1:  254.85 | Text: ACCOUNT
Top:  554.50 | x0:  257.35 | x1:  260.35 | Text: -
Top:  570.11 | x0:  126.35 | x1:  149.85 | Text: OMNI
Top:  570.11 | x0:  152.35 | x1:  165.36 | Text: BO
Top:  570.11 | x0:  167.86 | x1:  185.86 | Text: THE
Top:  570.11 | x0:  188.36 | x1:  198.37 | Text: 16
Top:  570.11 | x0:  200.87 | x1:  224.38 | Text: PLUS
Top:  570.11 | x0:  226.88 | x1:  264.89 | Text: SCHOOL
Top:  585.71 | x0:  126.35 | x1:  161.85 | Text: LIMITED
Top:  601.82 | x0:   46.60 | x1:   97.13 | Text: 23-Jun-2025
Top:  601.82 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251741018
Top:  601.82 | x0:  291.60 | x1:  342.13 | Text: 23-Jun-2025
Top:  601.82 | x0:  363.26 | x1:  415.80 | Text: 8,000,000.00
Top:  601.82 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  601.82 | x0:  493.91 | x1:  546.45 | Text: 6,356,459.67
Top:  617.43 | x0:  126.35 | x1:  211.41 | Text: 25062318OLV5:June
Top:  617.43 | x0:  213.91 | x1:  226.92 | Text: Sal
Top:  617.43 | x0:  229.42 | x1:  244.43 | Text: and
Top:  617.43 | x0:  246.93 | x1:  265.94 | Text: Ops,
Top:  633.03 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  633.03 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  633.03 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  633.03 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  633.03 | x0:  225.88 | x1:  266.39 | Text: LIMITED,,
Top:  648.64 | x0:  126.35 | x1:  147.86 | Text: Local
Top:  648.64 | x0:  150.36 | x1:  188.37 | Text: Transfers
Top:  648.64 | x0:  190.87 | x1:  213.38 | Text: Other
Top:  648.64 | x0:  215.88 | x1:  243.40 | Text: Banks:
Top:  648.64 | x0:  245.90 | x1:  264.39 | Text: TRN
Top:  664.24 | x0:  126.35 | x1:  141.35 | Text: IFO
Top:  664.24 | x0:  143.85 | x1:  158.86 | Text: NIP
Top:  664.24 | x0:  161.36 | x1:  207.85 | Text: OUTWARD
Top:  664.24 | x0:  210.36 | x1:  254.85 | Text: ACCOUNT
Top:  664.24 | x0:  257.35 | x1:  260.35 | Text: -
Top:  679.85 | x0:  126.35 | x1:  149.85 | Text: OMNI
Top:  679.85 | x0:  152.35 | x1:  165.36 | Text: BO
Top:  679.85 | x0:  167.86 | x1:  185.86 | Text: THE
Top:  679.85 | x0:  188.36 | x1:  198.37 | Text: 16
Top:  679.85 | x0:  200.87 | x1:  224.38 | Text: PLUS
Top:  679.85 | x0:  226.88 | x1:  264.89 | Text: SCHOOL
Top:  820.66 | x0:  270.27 | x1:  278.27 | Text: P
Top:  820.66 | x0:  281.27 | x1:  287.94 | Text: a
Top:  820.66 | x0:  290.94 | x1:  297.62 | Text: g
Top:  820.66 | x0:  300.62 | x1:  307.29 | Text: e
Top:  820.66 | x0:  310.62 | x1:  317.30 | Text: 7
Top:  820.66 | x0:  320.63 | x1:  323.75 | Text: |
Top:  820.66 | x0:  327.09 | x1:  340.43 | Text: 10

--- PAGE 8 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:   46.87 | x0:  138.22 | x1:  244.56 | Text: Statement
Top:  115.03 | x0:  126.35 | x1:  161.85 | Text: LIMITED
Top:  131.14 | x0:   46.60 | x1:   97.13 | Text: 23-Jun-2025
Top:  131.14 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251741018
Top:  131.14 | x0:  291.60 | x1:  342.13 | Text: 23-Jun-2025
Top:  131.14 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  131.14 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  131.14 | x0:  493.91 | x1:  546.45 | Text: 6,356,455.92
Top:  146.75 | x0:  126.35 | x1:  211.41 | Text: 25062318OLV5:June
Top:  146.75 | x0:  213.91 | x1:  226.92 | Text: Sal
Top:  146.75 | x0:  229.42 | x1:  244.43 | Text: and
